seed,model,feature_condition,rho_test,accuracy,balanced_accuracy,log_loss
4,rbf_svm,all_features,-0.3,0.5753333333333334,0.5753975397539755,2.1436412891280767
4,rbf_svm,all_features,-0.6,0.452,0.4527954315188357,2.9685707449509877
4,rbf_svm,all_features,-0.9,0.27,0.26964029736306966,3.8980731307645087
4,random_forest,all_features,0.9,0.991,0.9910029958154607,0.029473148360034562
4,random_forest,all_features,0.6,0.8246666666666667,0.8245495316249318,0.6617708403323246
4,random_forest,all_features,0.3,0.683,0.6828223264150037,1.2987970060826826
4,random_forest,all_features,0.0,0.573,0.5729660440165709,2.067756425998469
4,random_forest,all_features,-0.3,0.42866666666666664,0.42854285428542854,2.5433803217921493
4,random_forest,all_features,-0.6,0.279,0.2788576928262405,3.3147130311512605
4,random_forest,all_features,-0.9,0.05333333333333334,0.05330533053305331,4.605930003508363
4,gradient_boosting,all_features,0.9,0.9906666666666667,0.990684921032545,0.03749823479583471
4,gradient_boosting,all_features,0.6,0.86,0.8598831830030691,0.9281097858735552
4,gradient_boosting,all_features,0.3,0.7246666666666667,0.7245550025870392,2.0029075460285886
4,gradient_boosting,all_features,0.0,0.6116666666666667,0.6115600067749262,2.9772042488604784
4,gradient_boosting,all_features,-0.3,0.477,0.4769376937693769,4.0737995950950365
4,gradient_boosting,all_features,-0.6,0.3333333333333333,0.3335602623299201,5.235820553650116
4,gradient_boosting,all_features,-0.9,0.10366666666666667,0.10360702736940361,7.342446421925379
4,mlp,all_features,0.9,0.992,0.9920390171733711,0.03665346792826389
4,mlp,all_features,0.6,0.9126666666666666,0.9125566489518971,0.22178914968707772
4,mlp,all_features,0.3,0.812,0.8119249171880751,0.5016757160956332
4,mlp,all_features,0.0,0.7253333333333334,0.725084697691146,0.8476547184728365
4,mlp,all_features,-0.3,0.6323333333333333,0.6322598926559322,1.12371490705019
4,mlp,all_features,-0.6,0.512,0.5121613919023724,1.4658864448334734
4,mlp,all_features,-0.9,0.36766666666666664,0.3675267526752675,1.6897105972095614
4,logistic_regression,stable_only,0.9,0.9013333333333333,0.9015964197804729,0.21522403551237024
4,logistic_regression,stable_only,0.6,0.9186666666666666,0.9184815302075131,0.18483148242400937
4,logistic_regression,stable_only,0.3,0.916,0.9159318941927638,0.19620143728925687
4,logistic_regression,stable_only,0.0,0.9046666666666666,0.9045420012082841,0.212461903080082
4,logistic_regression,stable_only,-0.3,0.9126666666666666,0.9126712671267126,0.19402913383459908
4,logistic_regression,stable_only,-0.6,0.9106666666666666,0.9106313565147978,0.2061816356872767
4,logistic_regression,stable_only,-0.9,0.9163333333333333,0.9162549588292163,0.18868004666887525
4,rbf_svm,stable_only,0.9,0.898,0.8982111794284078,0.22826069824431156
4,rbf_svm,stable_only,0.6,0.918,0.9178275079707571,0.1925562025086929
4,rbf_svm,stable_only,0.3,0.915,0.91491174729161,0.20689494426333196
